date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,daylight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2020-08-19,25.6,19.98,20,14.4,26,,73,55.5,54,35,13,10.4,10.6,8.2,19,9.17,11.5,4,31,32,101.53,101.28,101.32,101.11,93.73,93.51,93.53,93.34,,,,,3.3,2.5,2.6,1.9,0,2,15,13,10,0,,,,06:21:00,20:54:00,14.55,6.35,20.9,7,7,26,26,14,16,,,,,,,,,,,,,
2020-08-18,32.3,22.85,23.4,14.5,36,,86,61.2,60,34,17.6,14.2,14.8,12,21,7.58,11,1,36,33,101.63,101.29,101.25,100.88,93.86,93.54,93.51,93.16,,,,,4.3,2.8,3,1.6,0,5.4,18.4,16.4,13.4,0,,,,06:19:00,20:56:00,14.62,6.32,20.93,7,7,33,33,14,15,,,,,,,,,,,,,
2020-08-17,31,21.98,22.8,14.6,34,,78,58.7,56.5,35,16.5,12.9,13.8,11.1,24,8.42,12.5,1,49,28,101.68,101.59,101.6,101.51,93.89,93.81,93.81,93.73,,,,,3.4,2.4,2.5,1.7,0,4.8,17.8,15.8,12.8,0,,,,06:17:00,20:58:00,14.68,6.28,20.97,7,7,30,31,14,15,,,,,,,,,,,,,
2020-08-16,29.4,21.25,20.95,12.5,33,,89,62.3,63.5,38,15.2,13.1,12.9,10.7,18,11.12,9.5,1,34,17,101.91,101.74,101.74,101.57,94.04,93.92,93.91,93.78,,,,,2.5,1.9,1.8,1.2,0,3,15.9,13.9,10.9,0,,,,06:16:00,21:00:00,14.73,6.27,21,8,8,31,31,14,14,,,,,,,,,,,,,
2020-08-15,23.2,17.79,17.7,12.2,25,,84,65.5,67.5,51,12.4,11,10.6,8.7,18,9.29,9,0,34,29,101.88,101.72,101.72,101.57,94.01,93.86,93.88,93.74,,,,,1.7,1.4,1.4,1.2,0.3,0,12.7,10.7,7.7,0,,,,06:14:00,21:03:00,14.82,6.23,21.05,7,7,23,23,11,11,,,,,,,,,,,,,
2020-08-14,22,16.19,15.45,8.9,,,83,56.9,60,37,10,7.1,7.9,5.8,22,12.54,14,6,38,25,101.66,101.55,101.55,101.44,93.77,93.69,93.68,93.59,,,,,2,1.6,1.5,1,2.5,0,10.4,8.4,5.5,0,,,,06:12:00,21:05:00,14.88,6.2,21.08,7,7,22,22,11,12,,,,,,,,,,,,,
2020-08-13,21.1,15.86,16,10.9,,,77,54.5,57,37,8.2,6.2,6.3,4.5,18,11.88,10,2,37,30,101.41,101.29,101.31,101.2,93.55,93.44,93.44,93.33,,,,,2.1,1.6,1.7,1.3,2,0,11,9,6,0,,,,06:11:00,21:07:00,14.93,6.18,21.12,5,7,20,20,9,10,,,,,,,,,,,,,
2020-08-12,18.7,13.65,14.25,9.8,,,95,67.8,67,39,10,7,6.7,3.4,19,13.58,12,5,35,27,101.15,100.86,100.88,100.61,93.28,93.02,93.05,92.82,,,,,2.4,2,2,1.6,3.8,0,9.2,7.2,4.2,4,,,,06:09:00,21:09:00,15,6.15,21.15,6,6,19,19,9,9,,,,,,,,,,,,,
2020-08-11,20.4,14.69,14.64,8.9,,,91,60.4,65,39,10.9,6.5,7.2,3.6,33,12.67,18,3,45,12,101.25,101.03,100.94,100.64,93.42,93.2,93.12,92.82,,,,,2.3,1.9,2,1.6,3.4,0,9.6,7.6,4.6,7.4,,,,06:07:00,21:11:00,15.07,6.12,21.18,7,7,21,21,11,11,,,,,,,,,,,,,
2020-08-10,22.3,17.5,17.55,12.8,,,67,47.5,48,29,7.5,5.7,5,2.6,29,15.25,17,5,47,33,101.29,101.2,101.18,101.07,93.47,93.39,93.38,93.28,,,,,2.3,1.7,1.8,1.3,0.4,0,12.6,10.6,7.5,0,,,,06:05:00,21:13:00,15.13,6.08,21.22,8,8,22,22,9,10,,,,,,,,,,,,,
2020-08-09,21.2,16,16.55,11.9,,,69,49.2,50.5,32,6.5,4.9,5,3.4,31,21.29,16.5,2,55,32,101.62,101.47,101.46,101.29,93.74,93.61,93.59,93.44,,,,,1.6,1.4,1.4,1.2,1.4,0,11.6,9.6,6.5,0,,,,06:04:00,21:15:00,15.18,6.07,21.25,6,6,21,21,12,12,,,,,,,,,,,,,
2020-08-08,19.3,14.2,14.05,8.8,,,82,60.5,61.5,41,9,6.4,6.1,3.2,24,12.75,14,4,47,22,101.37,101.19,101.24,101.11,93.52,93.33,93.38,93.24,,,,,1.8,1.5,1.4,1,4,0,9.1,7,4,0,,,,06:02:00,21:17:00,15.25,6.03,21.28,6,6,20,20,10,11,,,,,,,,,,,,,
2020-08-07,20.5,15,15.9,11.3,,,84,65.5,62,40,14,8.3,9.6,5.1,29,18.33,18.5,8,48,32,101.1,100.54,100.54,99.99,93.22,92.77,92.78,92.34,,,,,2.5,1.7,1.9,1.3,2.1,0,10.9,8.9,5.9,6.1,,,,06:00:00,21:19:00,15.32,6,21.32,3,3,19,19,11,12,,,,,,,,,,,,,
2020-08-06,28,22.49,22.25,16.5,34,,70,59.1,59,48,18.8,14,13.7,8.6,18,11.71,11,4,,,100.52,100.11,100.17,99.82,92.84,92.45,92.5,92.17,,,,,3.7,2.7,2.8,2,0,4.2,17.2,15.2,12.2,0,,,,05:59:00,21:21:00,15.37,5.98,21.35,8,8,31,31,14,14,,,,,,,,,,,,,
2020-08-05,28.3,21.94,20.9,13.5,32,,91,62.6,65,39,15.2,13.8,13.7,12.2,24,9.54,12,0,34,20,101.48,101.11,101.02,100.55,93.66,93.36,93.27,92.87,,,,,3,2.4,2.2,1.5,0,2.9,15.9,13.9,10.9,0,,,,05:57:00,21:23:00,15.43,5.95,21.38,8,8,30,30,16,16,,,,,,,,,,,,,
2020-08-04,24.5,19.2,19.05,13.6,26,,88,61.7,64,40,13.7,11.1,10.7,7.7,15,10.71,10,5,32,22,101.84,101.64,101.64,101.44,93.97,93.8,93.8,93.63,,,,,2.4,1.8,1.8,1.1,0,1.1,14.1,12.1,9.1,0,,,,05:55:00,21:25:00,15.5,5.92,21.42,8,8,27,27,13,13,,,,,,,,,,,,,
2020-08-03,22.6,18.88,18.45,14.3,27,,95,72.8,74,53,16.1,13.6,13.3,10.5,29,14.58,17.5,6,50,26,101.44,101.1,101.13,100.82,93.61,93.35,93.36,93.11,,,,,2.1,1.9,1.8,1.6,0,0.4,13.4,11.4,8.4,33.1,,,,05:54:00,21:27:00,15.55,5.9,21.45,6,6,24,26,14,15,,,,,,,,,,,,,
2020-08-02,29.9,23.96,24.4,18.9,37,,62,55.6,54.5,47,19.6,14.5,14.9,10.3,26,19.04,19,12,45,14,101.58,101.37,101.33,101.07,93.81,93.63,93.58,93.35,,,,,2.7,2.1,2.2,1.7,0,6.4,19.4,17.4,14.4,0,,,,05:52:00,21:29:00,15.62,5.87,21.48,9,9,29,29,18,20,,,,,,,,,,,,,
2020-08-01,28.1,23.15,23.1,18.1,32,,63,53.2,54.5,46,16.3,13,13.3,10.3,29,20.96,21.5,14,46,15,102.1,101.88,101.83,101.55,94.3,94.09,94.05,93.8,,,,,2.2,1.9,1.9,1.6,0,5.1,18.1,16.1,13.1,0,,,,05:50:00,21:30:00,15.67,5.83,21.5,9,9,30,30,17,19,,,,,,,,,,,,,
2020-07-31,27,22.46,22.4,17.8,31,,79,60.2,61,43,16,14.1,13.9,11.8,20,11.5,12,4,32,13,102.39,102.26,102.25,102.11,94.56,94.44,94.43,94.3,,,,,2.3,2,1.9,1.5,0,4.4,17.4,15.4,12.4,0,,,,05:49:00,21:32:00,15.72,5.82,21.53,9,9,25,25,17,17,,,,,,,,,,,,,
2020-07-30,26.6,22.33,22.5,18.4,31,,89,67.8,68,47,17.5,15.8,15.2,13,16,8.58,9.5,3,,,102.29,102.1,102.01,101.72,94.46,94.3,94.21,93.96,,,,,2.3,1.8,1.8,1.4,0,4.5,17.5,15.5,12.5,0,,,,05:47:00,21:34:00,15.78,5.78,21.57,9,9,27,27,14,17,,,,,,,,,,,,,
2020-07-29,28,22.79,22.55,17.1,33,,81,66.4,65.5,50,17.9,16,15.7,13.5,23,10.38,12.5,2,38,35,101.72,101.36,101.31,100.9,93.95,93.61,93.58,93.21,,,,,11,2.7,6.5,1.9,0,4.5,17.6,15.6,12.6,0,,,,05:45:00,21:36:00,15.85,5.75,21.6,8,8,29,29,17,17,,,,,,,,,,,,,
2020-07-28,29.4,24.02,23.45,17.5,36,,72,61.7,63,54,19.2,16.1,15.3,11.5,19,11,11,3,33,18,100.86,100.74,100.76,100.66,93.18,93.05,93.08,92.99,,,,,3.9,2.6,2.8,1.7,0,5.5,18.4,16.4,13.4,0,,,,05:44:00,21:37:00,15.88,5.73,21.62,8,8,31,31,17,17,,,,,,,,,,,,,
2020-07-27,29.7,22.14,21.45,13.2,33,,85,61,61.5,38,15.7,13.7,13.2,10.8,20,11.08,12.5,5,33,17,101.91,101.51,101.42,100.92,94.07,93.73,93.65,93.23,,,,,3.2,2.3,2.4,1.5,0,3.5,16.4,14.4,11.4,0,,,,05:42:00,21:39:00,15.95,5.7,21.65,9,9,31,31,16,16,,,,,,,,,,,,,
2020-07-26,24.8,18.8,18.3,11.8,26,,93,59.3,65.5,38,11.5,10.1,9.8,8.1,20,12.62,11.5,3,37,29,102.14,102.01,101.98,101.82,94.25,94.14,94.09,93.93,,,,,2.4,1.6,1.8,1.1,0,0.3,13.3,11.3,8.3,0,,,,05:41:00,21:41:00,16,5.68,21.68,8,8,24,24,13,13,,,,,,,,,,,,,
2020-07-25,20.6,15.73,15.95,11.3,,,85,67.2,69,53,12.6,9.5,9.7,6.8,23,12.79,12.5,2,41,34,101.79,101.4,101.44,101.08,93.9,93.55,93.57,93.24,,,,,1.8,1.4,1.4,1,2,0,10.9,8.9,6,1.8,,,,05:39:00,21:42:00,16.05,5.65,21.7,7,7,20,20,10,12,,,,,,,,,,,,,
2020-07-24,21.1,15.81,16,10.9,,,98,73.4,71,44,13.2,10.5,9.7,6.1,15,8.88,8.5,2,40,29,101.08,100.82,100.83,100.57,93.24,93.01,93.01,92.78,,,,,1.7,1.4,1.4,1.1,2,0,11,9,6,0,,,,05:37:00,21:44:00,16.12,5.62,21.73,5,7,21,21,11,11,,,,,,,,,,,,,
2020-07-23,23.8,18.07,18.64,13.5,26,,93,81.8,78.5,64,16.1,14.8,14,11.9,40,7.33,20,0,81,29,100.68,100.58,100.56,100.45,92.96,92.84,92.84,92.72,,,,,6.5,2.4,4.1,1.7,0,0.6,13.6,11.6,8.6,12.7,,,,05:36:00,21:45:00,16.15,5.6,21.75,3,3,22,22,12,12,,,,,,,,,,,,,
2020-07-22,25.5,19.85,19.7,13.9,29,,97,69.7,71,45,16.2,13.6,13.7,11.2,19,6.29,10,1,35,27,100.86,100.71,100.74,100.63,93.09,92.97,92.99,92.89,,,,,6.9,2.6,4.2,1.5,0,1.7,14.7,12.7,9.7,8.1,,,,05:34:00,21:47:00,16.22,5.57,21.78,7,8,26,26,15,16,,,,,,,,,,,,,
2020-07-21,25.6,19.63,19.89,14.2,30,,85,70.4,69.5,54,16.7,13.9,14.2,11.8,24,11.5,13,2,37,17,101.46,101,101.07,100.68,93.66,93.24,93.3,92.94,,,,,2.2,1.8,1.8,1.3,0,1.9,14.9,12.9,9.9,0,,,,05:33:00,21:48:00,16.25,5.55,21.8,7,8,26,27,14,14,,,,,,,,,,,,,
2020-07-20,25.1,19.05,19.05,13,27,,91,66.6,66.5,42,14.1,12.1,12.2,10.2,14,9.54,8.5,3,,,101.95,101.76,101.72,101.49,94.06,93.91,93.87,93.68,,,,,2.1,1.3,1.6,1,0,1.1,14.1,12.1,9.1,0,,,,05:31:00,21:49:00,16.3,5.52,21.82,9,9,24,24,14,14,,,,,,,,,,,,,
2020-07-19,22.6,17.5,18.7,14.8,,,93,73.3,70.5,48,14.2,12.4,12.7,11.1,21,11.71,13,5,36,32,101.79,101.63,101.66,101.53,93.93,93.79,93.82,93.71,,,,,1.7,1.1,1.4,1,0,0.7,13.7,11.7,8.7,4.3,,,,05:30:00,21:51:00,16.35,5.5,21.85,6,6,19,19,13,13,,,,,,,,,,,,,
2020-07-18,22.8,17.6,18.39,14,,,78,62.7,61.5,45,12.2,10.2,10.2,8.1,28,17.42,16.5,5,44,30,101.59,101.42,101.41,101.24,93.75,93.59,93.59,93.43,,,,,1.9,1.4,1.4,1,0,0.4,13.4,11.4,8.4,0,,,,05:29:00,21:52:00,16.38,5.48,21.87,7,8,22,22,13,13,,,,,,,,,,,,,
2020-07-17,23.2,17.39,17.55,11.9,,,97,66.2,69.5,42,12.4,10.4,10.2,8,29,15.38,16,3,45,30,101.25,100.94,100.97,100.69,93.44,93.14,93.19,92.93,,,,,1.6,1.3,1.3,1,0.4,0,12.6,10.6,7.5,0.2,,,,05:27:00,21:53:00,16.43,5.45,21.88,8,8,24,24,12,13,,,,,,,,,,,,,
2020-07-16,27.1,17.6,19.8,12.5,30,,97,75.6,70,43,16.4,12.7,13.5,10.6,30,8.46,16.5,3,46,28,101.25,100.87,100.89,100.53,93.41,93.09,93.1,92.79,,,,,2.2,1.7,1.7,1.2,0,1.8,14.8,12.8,9.8,27.5,,,,05:26:00,21:54:00,16.47,5.43,21.9,7,9,24,24,12,13,,,,,,,,,,,,,
2020-07-15,22.1,17.43,17.85,13.6,,,89,63.9,68.5,48,12.4,10.3,9.8,7.2,23,15.67,14.5,6,42,31,101.29,101.2,101.19,101.08,93.45,93.39,93.37,93.29,,,,,1.5,1.4,1.4,1.2,0.1,0,12.8,10.8,7.8,0.4,,,,05:24:00,21:56:00,16.53,5.4,21.93,5,7,23,23,13,13,,,,,,,,,,,,,
2020-07-14,23.2,17.98,18.1,13,,,67,50.7,50.5,34,8.2,7.2,7,5.9,35,23.25,22,9,55,31,101.1,101.05,101.04,100.98,93.3,93.24,93.24,93.17,,,,,1.6,1.4,1.4,1.1,0,0.1,13.1,11.1,8.1,0,,,,05:23:00,21:57:00,16.57,5.38,21.95,8,8,23,23,14,14,,,,,,,,,,,,,
2020-07-13,20.5,14.68,16.1,11.7,,,87,64,67,47,10.1,7.8,7.8,5.5,28,19.92,20.5,13,49,28,101.01,100.9,100.9,100.79,93.18,93.08,93.08,92.99,,,,,1.6,1.4,1.4,1.2,1.9,0,11.1,9.1,6.1,5.8,,,,05:22:00,21:58:00,16.6,5.37,21.97,7,7,19,19,13,13,,,,,,,,,,,,,
2020-07-12,20.8,16.69,16.8,12.8,,,91,64,66.5,42,12.6,9.5,9.6,6.6,30,15.67,18.5,7,48,31,100.83,100.7,100.67,100.51,93.02,92.94,92.91,92.81,,,,,2.4,2,2.1,1.8,1.2,0,11.8,9.8,6.8,1.7,,,,05:21:00,21:59:00,16.63,5.35,21.98,7,7,21,21,11,12,,,,,,,,,,,,,
2020-07-11,25.6,19.9,19.25,12.9,27,,87,57.5,61,35,12.3,10.5,10.2,8.1,20,11.92,13.5,7,37,16,101.62,101.31,101.11,100.59,93.78,93.51,93.33,92.89,,,,,2.8,2.2,2,1.3,0,1.2,14.2,12.2,9.2,0,,,,05:19:00,22:00:00,16.68,5.32,22,8,8,26,26,14,14,,,,,,,,,,,,,
2020-07-10,23,17.13,16.35,9.7,,,97,66.4,68.5,40,11.9,10,10.2,8.4,16,11.08,11,6,,,101.6,101.43,101.36,101.12,93.76,93.59,93.53,93.31,,,,,2.3,1.7,1.8,1.2,1.6,0,11.3,9.3,6.3,1.3,,,,05:18:00,22:01:00,16.72,5.3,22.02,8,8,23,23,10,12,,,,,,,,,,,,,
2020-07-09,22.5,17.1,16.55,10.6,,,97,73,74,51,12.9,11.8,11.3,9.8,23,10.08,12,1,48,20,101.39,101.19,101.16,100.93,93.51,93.36,93.33,93.15,,,,,2.2,1.7,1.6,1,1.4,0,11.6,9.6,6.5,7.8,,,,05:17:00,22:01:00,16.73,5.28,22.02,8,8,23,23,10,13,,,,,,,,,,,,,
2020-07-08,17.1,14.48,15,12.9,,,96,88.2,84.5,73,13.1,12.5,12.4,11.8,18,13.54,12,6,34,34,101.32,100.98,100.98,100.64,93.45,93.15,93.15,92.86,,,,,2.2,1.5,1.7,1.2,3,0,10,8,5,9.1,,,,05:16:00,22:02:00,16.77,5.27,22.03,3,3,18,18,11,12,,,,,,,,,,,,,
2020-07-07,20.2,16,16.8,13.4,,,94,77.6,77,60,14.5,11.9,12.2,9.8,15,8.29,8.5,2,,,101.11,100.91,100.9,100.7,93.31,93.11,93.11,92.91,,,,,2.5,2.2,2.1,1.8,1.2,0,11.8,9.8,6.8,10.5,,,,05:15:00,22:03:00,16.8,5.25,22.05,6,6,21,21,13,14,,,,,,,,,,,,,
2020-07-06,24.6,17.55,17.25,9.9,25,,95,65.7,68,41,12.5,10.3,10.1,7.6,16,6.46,8.5,1,34,27,101.66,101.44,101.39,101.12,93.78,93.6,93.55,93.32,,,,,2.3,1.8,1.7,1.1,0.8,0,12.2,10.2,7.2,0,,,,05:14:00,22:04:00,16.83,5.23,22.07,9,9,23,23,13,13,,,,,,,,,,,,,
2020-07-05,21,15.54,16.25,11.5,,,94,77,76,58,12.7,11.2,11.6,10.4,18,11.33,9.5,1,36,26,101.76,101.66,101.69,101.61,93.85,93.78,93.79,93.74,,,,,1.8,1.3,1.4,1,1.8,0,11.2,9.2,6.2,5.2,,,,05:13:00,22:04:00,16.85,5.22,22.07,6,8,21,21,10,11,,,,,,,,,,,,,
2020-07-04,21.4,15.63,17.1,12.8,,,90,74.2,71.5,53,12.4,10.8,10.7,8.9,15,8.67,8.5,2,44,23,101.66,101.46,101.5,101.33,93.8,93.62,93.67,93.53,,,,,2.5,2.2,2.1,1.8,0.9,0,12.1,10.1,7.1,5.1,,,,05:12:00,22:05:00,16.88,5.2,22.08,8,8,20,20,10,12,,,,,,,,,,,,,
2020-07-03,24,17.51,16.89,9.8,,,86,59.8,61,36,11.5,9.1,8.9,6.4,23,11.62,14,5,34,31,101.41,101.29,101.22,101.02,93.59,93.46,93.38,93.18,,,,,2.5,2,2,1.5,1.1,0,11.9,9.9,6.9,0,,,,05:11:00,22:05:00,16.9,5.18,22.08,8,8,24,24,11,11,,,,,,,,,,,,,
2020-07-02,19.3,14.36,14.15,9,,,90,71.8,71.5,53,11.1,9.1,9,6.9,20,10.83,12,4,37,26,100.99,100.24,100.39,99.8,93.16,92.45,92.6,92.04,,,,,1.5,1.3,1.2,1,3.8,0,9.2,7.2,4.2,0.8,,,,05:10:00,22:06:00,16.93,5.17,22.1,3,6,17,17,9,9,,,,,,,,,,,,,
2020-07-01,17.9,14.45,14.8,11.7,,,98,89.3,84.5,71,14.4,12.6,11.2,7.9,26,13.08,15.5,5,37,18,100.39,99.84,99.99,99.58,92.61,92.09,92.24,91.86,,,,,1.9,1.3,1.4,1,3.2,0,9.8,7.8,4.8,18.9,,,,05:10:00,22:06:00,16.93,5.17,22.1,3,5,19,19,11,11,,,,,,,,,,,,,
2020-06-30,17,14.32,15.2,13.4,,,97,91.8,89,81,13.7,13,12.8,12,20,10.21,11.5,3,27,5,101.04,100.84,100.74,100.45,93.22,93.03,92.94,92.65,,,,,1.8,1.6,1.6,1.3,2.8,0,10.2,8.2,5.2,24,,,,05:09:00,22:07:00,16.97,5.15,22.12,2,2,17,17,12,14,,,,,,,,,,,,,
2020-06-29,21.4,15.8,16.79,12.2,,,91,76,72.5,54,13,11.3,11.6,10.2,16,9.92,9,2,,,101.46,101.27,101.26,101.05,93.58,93.42,93.4,93.22,,,,,2.2,1.7,1.7,1.2,1.2,0,11.8,9.8,6.8,0,,,,05:08:00,22:07:00,16.98,5.13,22.12,6,8,18,20,11,12,,,,,,,,,,,,,
2020-06-28,18.8,14,14.4,10,,,90,78.3,73.5,57,12.3,10.2,10.3,8.4,19,13.92,13,7,32,1,101.28,100.92,100.95,100.63,93.41,93.08,93.11,92.81,,,,,2.1,1.7,1.6,1.2,3.6,0,9.4,7.4,4.4,2.2,,,,05:08:00,22:07:00,16.98,5.13,22.12,6,6,17,17,12,13,,,,,,,,,,,,,
2020-06-27,18.9,14.9,15.39,11.9,,,94,75.5,73,52,13.1,10.3,10.2,7.4,18,12.08,11.5,5,33,34,100.62,100.52,100.53,100.43,92.8,92.73,92.73,92.65,,,,,2.1,2,2,1.8,2.6,0,10.4,8.4,5.4,3.9,,,,05:07:00,22:07:00,17,5.12,22.12,7,7,16,16,11,12,,,,,,,,,,,,,
2020-06-26,20,17.48,17.7,15.4,,,79,59.7,62.5,46,12.6,9.5,9.1,5.6,20,12,12,4,,,101.1,100.92,100.82,100.54,93.3,93.14,93.03,92.77,,,,,2.6,2.4,2.4,2.2,0.3,0,12.7,10.7,7.7,0,,,,05:06:00,22:07:00,17.02,5.1,22.12,7,7,23,24,13,13,,,,,,,,,,,,,
2020-06-25,24.7,19.09,18.5,12.3,,,86,54.1,57.5,29,12,8.6,8,4,18,11.88,12,6,34,27,101.37,101.21,101.19,101.02,93.56,93.41,93.4,93.25,,,,,2.5,2,2,1.5,0,0.5,13.5,11.5,8.5,0,,,,05:06:00,22:08:00,17.03,5.1,22.13,8,8,24,24,14,15,,,,,,,,,,,,,
2020-06-24,22.4,17.69,18.25,14.1,26,,91,72.8,73,55,13.7,12.5,12.6,11.4,16,7.75,9.5,3,32,35,101.19,101.11,101.12,101.04,93.4,93.32,93.32,93.24,,,,,2.6,2,2,1.4,0,0.2,13.2,11.2,8.2,2.1,,,,05:06:00,22:08:00,17.03,5.1,22.13,6,8,20,20,12,12,,,,,,,,,,,,,
2020-06-23,27.9,20.67,21.9,15.9,29,,75,58,54.5,34,14.9,11.6,12.2,9.5,26,10.83,14.5,3,57,31,101.33,101.11,101.14,100.95,93.56,93.35,93.39,93.22,,,,,2.5,2,2,1.6,0,3.9,16.9,14.9,11.9,0,,,,05:05:00,22:07:00,17.03,5.08,22.12,9,9,27,27,14,15,,,,,,,,,,,,,
2020-06-22,25.6,20.27,19.7,13.8,28,,87,60.1,65,43,12.8,11.8,11.8,10.9,13,7.38,7,1,,,101.68,101.54,101.52,101.36,93.86,93.72,93.72,93.59,,,,,2.8,2.4,2.3,1.8,0,1.7,14.7,12.7,9.7,0,,,,05:05:00,22:07:00,17.03,5.08,22.12,9,9,26,26,13,15,,,,,,,,,,,,,
2020-06-21,22,15.97,16.39,10.8,,,87,70,69.5,52,14.2,10.3,10.6,6.9,16,8.33,9.5,3,,,101.51,101.25,101.28,101.04,93.64,93.42,93.44,93.25,,,,,2.2,1.7,1.8,1.3,1.6,0,11.4,9.4,6.4,0,,,,05:05:00,22:07:00,17.03,5.08,22.12,6,8,21,21,12,12,,,,,,,,,,,,,
2020-06-20,24,18.12,17.05,10.1,,,72,50.5,53,34,8.9,7.2,7.2,5.4,20,10.38,10.5,1,31,8,101.15,101,101,100.85,93.33,93.21,93.21,93.08,,,,,3.7,2.9,3,2.2,0.9,0,12.1,10.1,7,0,,,,05:04:00,22:07:00,17.05,5.07,22.12,9,9,24,24,12,13,,,,,,,,,,,,,
2020-06-19,22.9,16.02,15.1,7.3,,,88,51.4,59,30,8.3,4.7,5.2,2.2,14,6.5,8,2,,,101.84,101.45,101.49,101.15,93.91,93.58,93.62,93.33,,,,,4,3.1,3.2,2.5,2.9,0,10.1,8.1,5.1,0,,,,05:04:00,22:07:00,17.05,5.07,22.12,8,8,21,21,8,9,,,,,,,,,,,,,
2020-06-18,18.5,12.92,12.3,6.1,,,95,65.4,70,45,7.6,5.9,5.9,4.2,11,6,7,3,,,102.52,102.25,102.2,101.89,94.49,94.28,94.22,93.95,,,,,2.6,2,2,1.4,5.7,0,7.3,5.3,2.3,0,,,,05:04:00,22:06:00,17.03,5.07,22.1,8,8,19,19,5,7,,,,,,,,,,,,,
2020-06-17,13.6,12.42,11.85,10.1,,,94,80.9,83.5,73,11.4,9.2,9.7,7.9,22,14.29,15,8,38,2,102.37,101.84,101.94,101.5,94.38,93.93,94.01,93.65,,,,,1.4,1.1,1.2,1,6.2,0,6.8,4.8,1.8,0.9,,,,05:04:00,22:06:00,17.03,5.07,22.1,3,3,16,16,8,8,,,,,,,,,,,,,
2020-06-16,21.5,15.38,14.85,8.2,,,93,61.5,64,35,9.7,7.1,7.1,4.5,21,11.21,10.5,0,33,34,101.53,101.13,101.14,100.75,93.68,93.28,93.3,92.91,,,,,1.9,1.6,1.6,1.2,3.1,0,9.8,7.8,4.8,0,,,,05:04:00,22:06:00,17.03,5.07,22.1,8,8,22,22,12,12,,,,,,,,,,,,,
2020-06-15,19.7,13.6,14.89,10.1,,,85,72.3,66.5,48,11.7,8.5,9.4,7.1,26,14.17,16.5,7,40,31,100.71,100.25,100.33,99.96,92.87,92.46,92.55,92.22,,,,,1.9,1.6,1.6,1.2,3.1,0,9.9,7.9,4.9,6.1,,,,05:04:00,22:05:00,17.02,5.07,22.08,6,8,20,21,10,10,,,,,,,,,,,,,
2020-06-14,22.4,15.56,17.25,12.1,,,96,78.5,73,50,12.8,11.4,11.2,9.6,25,13.67,15.5,6,63,22,100.09,99.92,99.86,99.62,92.36,92.19,92.14,91.93,,,,,2.8,2,2.2,1.6,0.8,0,12.2,10.2,7.2,24.3,,,,05:04:00,22:04:00,17,5.07,22.07,8,8,20,21,10,11,,,,,,,,,,,,,
2020-06-13,22.9,19.18,18.5,14.1,27,,90,74,76.5,63,16.1,14.3,14.2,12.3,36,12.25,19.5,3,56,7,100.85,100.45,100.38,99.9,93.12,92.73,92.67,92.22,,,,,3.2,2.7,2.6,2.1,0,0.5,13.5,11.5,8.5,0,,,,05:05:00,22:04:00,16.98,5.08,22.07,9,9,26,26,15,15,,,,,,,,,,,,,
2020-06-12,27.9,20.35,20.75,13.6,30,,76,52.4,50.5,25,14.6,9.5,9.4,4.2,26,17.83,15,4,61,15,101.66,101.3,101.19,100.72,93.84,93.5,93.41,92.98,,,,,2.9,2.3,2.3,1.7,0,2.8,15.8,13.8,10.8,0,,,,05:05:00,22:03:00,16.97,5.08,22.05,8,8,28,28,14,15,,,,,,,,,,,,,
2020-06-11,24.6,18.14,18.25,11.9,,,89,59.8,64.5,40,11.2,9.8,9.5,7.8,26,13.46,14,2,38,9,101.8,101.68,101.64,101.49,93.95,93.84,93.79,93.64,,,,,2.8,2.3,2.4,1.9,0,0.2,13.2,11.2,8.2,0.8,,,,05:05:00,22:02:00,16.95,5.08,22.03,8,8,24,25,9,15,,,,,,,,,,,,,
2020-06-10,22.4,16.48,15.3,8.2,,,82,49.5,58,34,7.6,5.4,5.8,3.9,23,11.21,11.5,0,41,30,101.5,101.4,101.33,101.15,93.64,93.55,93.48,93.32,,,,,2.5,2,2.1,1.7,2.7,0,10.3,8.3,5.3,0,,,,05:05:00,22:02:00,16.95,5.08,22.03,8,8,21,22,9,9,,,,,,,,,,,,,
